discount_id,name,is_seasonal,percent_off,previous_percent_off
1000790,Limited Time Offer,True,46,
1000791,Anniversary Discount,False,48,
1000792,Price Drop,False,16,14.0
1000793,Special Promotion,False,22,
1000794,Flash Sale,False,42,
1000795,Limited Time Offer,True,55,
1000796,Loyalty Reward,True,11,
1000797,Newsletter Subscriber Deal,True,65,
1000798,Member Appreciation,False,70,
1000799,Referral Bonus,False,5,
1000800,Limited Time Offer,False,37,
1000801,Tiered Discount (Gold),True,48,
1000802,Military Discount,False,44,64.0
1000803,Summer Sale,True,5,9.0
1000804,Tiered Discount (Silver),False,64,
1000805,Price Drop,True,40,
1000806,Bundle Discount,True,64,61.0
1000807,Seasonal Clearance,True,69,
1000808,Employee Discount,True,37,
1000809,Anniversary Discount,False,66,
1000810,Senior Discount,True,40,
1000811,Summer Sale,False,26,
1000812,Tiered Discount (Silver),True,70,
1000813,Birthday Discount,False,37,
1000814,Referral Bonus,False,40,27.0
1000815,Limited Time Offer,True,45,
1000816,Anniversary Discount,False,17,
1000817,First Purchase Discount,True,59,
1000818,Online Exclusive,False,18,
1000819,End of Month Deal,True,52,
1000820,Limited Time Offer,False,18,
1000821,Special Promotion,True,12,
1000822,Weekend Offer,True,46,
1000823,Bundle Discount,True,8,
1000824,In-Store Only,True,49,66.0
1000825,Military Discount,False,60,
1000826,Flash Sale,True,57,
1000827,Summer Sale,True,24,
1000828,Military Discount,True,49,
1000829,Member Appreciation,True,5,56.0
1000830,Quantity Discount,False,69,
1000831,Summer Sale,True,5,61.0
1000832,VIP Discount,True,42,
1000833,Referral Bonus,True,12,
1000834,Tiered Discount (Gold),True,15,
1000835,Early Bird Savings,False,16,
1000836,Bundle Discount,False,25,
1000837,Limited Time Offer,False,66,
1000838,Early Bird Savings,True,18,
1000839,Anniversary Discount,False,32,
1000840,Senior Discount,True,48,
1000841,Special Promotion,True,59,
1000842,Anniversary Discount,True,5,
1000843,New Customer Bonus,True,58,
1000844,Bundle Discount,True,50,
1000845,Back to School Discount,True,57,53.0
1000846,Birthday Discount,False,17,
1000847,Referral Bonus,False,41,23.0
1000848,Special Promotion,True,32,24.0
1000849,Military Discount,False,12,
1000850,Holiday Special,True,51,
1000851,Tiered Discount (Silver),False,31,
1000852,Online Exclusive,True,47,
1000853,Holiday Special,True,51,
1000854,New Customer Bonus,True,5,
1000855,Employee Discount,True,32,
1000856,Online Exclusive,True,34,70.0
1000857,New Customer Bonus,False,54,
1000858,Referral Bonus,True,28,39.0
1000859,Seasonal Clearance,False,47,
1000860,Limited Time Offer,True,46,
1000861,Limited Time Offer,True,61,
1000862,Early Bird Savings,True,21,
1000863,Seasonal Clearance,True,55,
1000864,Price Drop,True,63,
1000865,Weekend Offer,True,28,
1000866,Special Promotion,True,22,
1000867,Seasonal Clearance,True,61,
1000868,Employee Discount,False,55,
1000869,New Customer Bonus,True,68,
1000870,Early Bird Savings,True,65,
1000871,Member Appreciation,True,54,
1000872,First Purchase Discount,False,23,
1000873,Seasonal Clearance,True,30,
1000874,Member Appreciation,True,63,
1000875,Tiered Discount (Silver),True,44,
1000876,Price Drop,False,41,31.0
1000877,Flash Sale,True,53,
1000878,Senior Discount,True,36,32.0
1000879,Seasonal Clearance,False,16,
1000880,Military Discount,True,22,
1000881,VIP Discount,True,23,50.0
1000882,Limited Time Offer,False,60,
1000883,Member Appreciation,False,18,39.0
1000884,Quantity Discount,True,56,68.0
1000885,End of Month Deal,False,61,
1000886,Quantity Discount,True,49,
1000887,New Customer Bonus,True,6,
1000888,In-Store Only,False,5,67.0
1000889,Bundle Discount,False,26,
1000890,Student Discount,False,47,
1000891,New Customer Bonus,False,66,
1000892,Holiday Special,False,26,
1000893,Quantity Discount,True,7,56.0
1000894,Tiered Discount (Gold),False,15,
1000895,Military Discount,True,30,
1000896,VIP Discount,False,20,
1000897,Military Discount,True,19,
1000898,Birthday Discount,True,30,
1000899,Special Promotion,False,58,
1000900,Birthday Discount,True,16,65.0
1000901,Bundle Discount,True,25,
1000902,Flash Sale,True,58,
1000903,Bundle Discount,True,60,
1000904,Loyalty Reward,False,67,
1000905,VIP Discount,True,21,
1000906,First Purchase Discount,True,50,
1000907,Back to School Discount,True,59,
1000908,Military Discount,True,17,
1000909,Seasonal Clearance,True,30,48.0
1000910,Military Discount,True,28,
1000911,Weekend Offer,False,45,
1000912,Referral Bonus,True,68,33.0
1000913,Online Exclusive,True,26,
1000914,Senior Discount,False,68,
1000915,Back to School Discount,True,25,
1000916,Bundle Discount,True,56,27.0
1000917,Price Drop,True,59,
1000918,Summer Sale,False,35,
1000919,Limited Time Offer,True,24,
1000920,Tiered Discount (Gold),False,62,
1000921,Student Discount,False,19,
1000922,Senior Discount,True,12,
1000923,First Purchase Discount,True,18,
1000924,Summer Sale,True,49,
1000925,VIP Discount,True,44,48.0
1000926,Senior Discount,True,66,
1000927,Holiday Special,False,49,
1000928,Loyalty Reward,False,69,
1000929,Tiered Discount (Silver),False,23,
1000930,Back to School Discount,True,56,
1000931,Anniversary Discount,True,27,
1000932,Tiered Discount (Silver),False,68,
1000933,First Purchase Discount,False,28,
1000934,In-Store Only,True,47,
1000935,Limited Time Offer,False,18,
1000936,Limited Time Offer,False,45,
1000937,Newsletter Subscriber Deal,True,19,66.0
1000938,Tiered Discount (Silver),True,63,68.0
1000939,Price Drop,True,50,
1000940,Online Exclusive,True,12,
1000941,Holiday Special,False,36,
1000942,Seasonal Clearance,True,20,
1000943,Quantity Discount,True,59,
1000944,In-Store Only,True,35,
1000945,Loyalty Reward,False,5,
1000946,Employee Discount,False,22,
1000947,New Customer Bonus,True,22,
1000948,Bundle Discount,True,64,39.0
1000949,In-Store Only,True,28,
1000950,Anniversary Discount,True,15,
1000951,Senior Discount,False,52,
1000952,Holiday Special,True,41,60.0
1000953,Newsletter Subscriber Deal,False,57,
1000954,Referral Bonus,True,10,
1000955,Bundle Discount,False,44,
1000956,New Customer Bonus,True,57,
1000957,Price Drop,False,15,
1000958,New Customer Bonus,False,60,
1000959,Bundle Discount,False,53,62.0
1000960,Newsletter Subscriber Deal,True,32,9.0
1000961,Early Bird Savings,True,64,51.0
1000962,Weekend Offer,True,21,
1000963,Student Discount,False,57,
1000964,Newsletter Subscriber Deal,False,22,
1000965,Referral Bonus,True,69,
1000966,Member Appreciation,False,29,
1000967,End of Month Deal,True,26,
1000968,Summer Sale,True,42,
1000969,Student Discount,False,29,
1000970,Member Appreciation,False,66,49.0
1000971,VIP Discount,True,34,63.0
1000972,Bundle Discount,False,26,
1000973,Summer Sale,False,59,
1000974,Bundle Discount,True,11,
1000975,Student Discount,False,39,13.0
1000976,Newsletter Subscriber Deal,True,33,
1000977,Anniversary Discount,True,59,
1000978,New Customer Bonus,False,48,
1000979,Holiday Special,True,32,
1000980,Student Discount,True,21,
1000981,End of Month Deal,True,36,
1000982,Employee Discount,False,44,
1000983,Summer Sale,True,35,49.0
1000984,Loyalty Reward,False,21,
1000985,Member Appreciation,False,41,
1000986,Birthday Discount,True,38,
1000987,Summer Sale,True,26,
1000988,Referral Bonus,True,61,
1000989,Newsletter Subscriber Deal,True,63,
1000990,Tiered Discount (Silver),False,62,
1000991,Tiered Discount (Silver),False,40,
1000992,Quantity Discount,True,9,
1000993,Flash Sale,True,10,
1000994,Back to School Discount,True,21,
1000995,Quantity Discount,False,16,
1000996,Employee Discount,False,21,
1000997,Weekend Offer,True,68,
1000998,Holiday Special,False,59,
1000999,Limited Time Offer,False,65,
1001000,Price Drop,True,30,
1001001,Military Discount,True,16,
1001002,First Purchase Discount,True,10,
1001003,Senior Discount,False,27,
1001004,Seasonal Clearance,False,44,
1001005,VIP Discount,False,29,
1001006,VIP Discount,True,67,
1001007,Newsletter Subscriber Deal,False,5,
1001008,End of Month Deal,False,17,
1001009,Special Promotion,False,17,
1001010,Referral Bonus,True,42,
1001011,Tiered Discount (Silver),True,63,
1001012,Quantity Discount,False,33,
1001013,Seasonal Clearance,True,67,27.0
1001014,Birthday Discount,True,39,
1001015,Military Discount,True,52,
1001016,Flash Sale,False,38,
1001017,Referral Bonus,True,56,
1001018,End of Month Deal,True,39,24.0
1001019,Weekend Offer,True,70,
1001020,Online Exclusive,False,55,
1001021,Senior Discount,False,10,
1001022,Senior Discount,False,45,
1001023,Loyalty Reward,True,62,
1001024,Loyalty Reward,True,57,45.0
1001025,First Purchase Discount,True,40,
1001026,New Customer Bonus,True,22,
1001027,Anniversary Discount,False,68,23.0
1001028,Member Appreciation,True,54,
1001029,Online Exclusive,True,5,
1001030,Student Discount,True,11,
1001031,Summer Sale,False,53,
1001032,Summer Sale,True,63,
1001033,Student Discount,False,25,
1001034,First Purchase Discount,False,38,38.0
1001035,Early Bird Savings,True,17,
1001036,Back to School Discount,True,14,
1001037,Loyalty Reward,True,39,
1001038,Senior Discount,True,38,
1001039,Employee Discount,True,38,
1001040,Weekend Offer,True,65,
1001041,Newsletter Subscriber Deal,True,65,29.0
1001042,Anniversary Discount,True,39,
1001043,Flash Sale,False,52,13.0
1001044,Holiday Special,True,61,
1001045,Early Bird Savings,False,8,
1001046,VIP Discount,True,69,65.0
1001047,Price Drop,False,28,46.0
1001048,Referral Bonus,True,19,67.0
1001049,Student Discount,False,32,60.0
1001050,Limited Time Offer,False,48,
1001051,End of Month Deal,False,15,
1001052,VIP Discount,False,39,
1001053,In-Store Only,False,30,
1001054,New Customer Bonus,False,21,
1001055,Limited Time Offer,False,70,
1001056,Tiered Discount (Silver),False,40,
1001057,New Customer Bonus,True,50,64.0
1001058,Referral Bonus,False,56,
1001059,Newsletter Subscriber Deal,False,6,
1001060,Tiered Discount (Silver),False,17,
1001061,Bundle Discount,True,69,21.0
1001062,Referral Bonus,True,6,
1001063,Anniversary Discount,True,52,
1001064,Newsletter Subscriber Deal,False,28,22.0
1001065,In-Store Only,True,48,
1001066,Holiday Special,False,61,
1001067,First Purchase Discount,False,32,
1001068,Student Discount,False,15,
1001069,Back to School Discount,True,39,
1001070,Birthday Discount,True,22,
1001071,Summer Sale,False,27,
1001072,Limited Time Offer,True,51,
1001073,Price Drop,True,57,
1001074,Early Bird Savings,True,36,
1001075,Back to School Discount,False,13,
1001076,Seasonal Clearance,True,33,
1001077,Birthday Discount,False,26,
1001078,Bundle Discount,True,49,
1001079,Senior Discount,False,23,
1001080,Tiered Discount (Gold),False,27,
1001081,Referral Bonus,False,13,
1001082,Student Discount,False,8,
1001083,Quantity Discount,True,63,
1001084,Back to School Discount,False,10,53.0
1001085,Early Bird Savings,False,51,
1001086,Quantity Discount,True,20,
1001087,New Customer Bonus,False,68,
1001088,Military Discount,False,32,
1001089,Bundle Discount,True,70,
1001090,Price Drop,True,68,
1001091,Back to School Discount,False,57,
1001092,End of Month Deal,False,29,
1001093,Senior Discount,True,53,
1001094,Employee Discount,True,56,
1001095,In-Store Only,True,40,
1001096,Holiday Special,False,55,
1001097,Student Discount,False,56,46.0
1001098,Flash Sale,True,37,
1001099,End of Month Deal,False,19,
1001100,Student Discount,False,53,
1001101,VIP Discount,True,17,
1001102,First Purchase Discount,False,62,
1001103,End of Month Deal,False,26,
1001104,Loyalty Reward,False,31,
1001105,Military Discount,True,68,
1001106,Tiered Discount (Gold),False,54,
1001107,Early Bird Savings,True,52,
1001108,First Purchase Discount,True,35,
1001109,Tiered Discount (Silver),False,29,
1001110,Summer Sale,False,22,32.0
1001111,Employee Discount,True,51,
1001112,Quantity Discount,False,25,68.0
1001113,Quantity Discount,False,57,
1001114,Employee Discount,False,31,
1001115,Employee Discount,False,30,46.0
1001116,Early Bird Savings,True,35,54.0
1001117,Summer Sale,False,16,
1001118,Online Exclusive,False,41,
1001119,Birthday Discount,False,56,
1001120,VIP Discount,False,66,60.0
1001121,End of Month Deal,True,15,
1001122,Price Drop,True,58,
1001123,Seasonal Clearance,True,56,21.0
1001124,Tiered Discount (Gold),True,13,
1001125,Birthday Discount,False,11,
1001126,In-Store Only,False,37,50.0
1001127,In-Store Only,False,11,
1001128,VIP Discount,False,36,27.0
1001129,Senior Discount,True,9,
1001130,Newsletter Subscriber Deal,True,69,
1001131,VIP Discount,True,37,
1001132,VIP Discount,False,67,
1001133,Tiered Discount (Silver),False,15,
1001134,New Customer Bonus,True,12,
1001135,Weekend Offer,True,31,
1001136,Back to School Discount,True,67,
1001137,Special Promotion,True,62,
1001138,Military Discount,True,55,27.0
1001139,Bundle Discount,True,13,
1001140,Early Bird Savings,True,68,68.0
1001141,End of Month Deal,True,10,
1001142,Military Discount,True,30,
1001143,Special Promotion,True,48,
1001144,Military Discount,False,58,
1001145,New Customer Bonus,True,11,
1001146,Holiday Special,True,48,
1001147,Summer Sale,True,37,19.0
1001148,Birthday Discount,False,64,
1001149,First Purchase Discount,True,51,44.0
1001150,Summer Sale,True,41,47.0
1001151,Summer Sale,False,34,
1001152,Price Drop,True,69,
1001153,Online Exclusive,True,47,
1001154,Newsletter Subscriber Deal,False,51,
1001155,VIP Discount,True,22,
1001156,In-Store Only,True,43,
1001157,End of Month Deal,False,37,
1001158,Back to School Discount,False,65,
1001159,Back to School Discount,False,20,
1001160,Online Exclusive,True,45,61.0
1001161,End of Month Deal,False,51,
1001162,In-Store Only,True,34,
1001163,Member Appreciation,True,66,
1001164,Birthday Discount,False,43,
1001165,Anniversary Discount,False,43,
1001166,Referral Bonus,True,67,
1001167,Early Bird Savings,False,36,
1001168,Flash Sale,False,44,60.0
1001169,Summer Sale,False,29,
1001170,Newsletter Subscriber Deal,True,68,
1001171,Limited Time Offer,True,35,
1001172,Flash Sale,False,15,
1001173,Online Exclusive,True,33,
1001174,Student Discount,True,67,
1001175,Birthday Discount,True,69,
1001176,Limited Time Offer,True,61,
1001177,Tiered Discount (Silver),True,18,
1001178,Anniversary Discount,False,53,50.0
1001179,Online Exclusive,True,28,
1001180,In-Store Only,True,10,
1001181,Anniversary Discount,False,66,
1001182,New Customer Bonus,True,60,
1001183,Limited Time Offer,True,55,
1001184,Senior Discount,False,62,
1001185,Flash Sale,False,58,41.0
1001186,Anniversary Discount,False,20,
1001187,Back to School Discount,False,25,
1001188,Employee Discount,True,31,67.0
1001189,Holiday Special,True,69,
1001190,Student Discount,True,8,
1001191,Military Discount,True,15,
1001192,Senior Discount,True,44,
1001193,New Customer Bonus,False,9,
1001194,Tiered Discount (Silver),True,69,
1001195,Early Bird Savings,True,22,
1001196,New Customer Bonus,True,26,
1001197,Member Appreciation,False,11,
1001198,Tiered Discount (Silver),True,68,
1001199,New Customer Bonus,False,49,
1001200,Special Promotion,False,57,
1001201,First Purchase Discount,False,39,
1001202,Summer Sale,False,44,18.0
1001203,Online Exclusive,True,20,65.0
1001204,Quantity Discount,False,33,
1001205,Newsletter Subscriber Deal,False,12,
1001206,Newsletter Subscriber Deal,True,44,
1001207,In-Store Only,False,64,28.0
1001208,End of Month Deal,True,47,
1001209,Limited Time Offer,True,49,64.0
1001210,Online Exclusive,True,37,
1001211,Quantity Discount,False,27,
1001212,Tiered Discount (Gold),False,65,
1001213,Newsletter Subscriber Deal,True,43,
1001214,Summer Sale,True,19,
1001215,Student Discount,True,68,
1001216,Quantity Discount,True,6,
1001217,New Customer Bonus,False,23,
1001218,In-Store Only,True,48,
1001219,Member Appreciation,False,31,
1001220,Tiered Discount (Gold),True,15,
1001221,First Purchase Discount,False,13,
1001222,Early Bird Savings,False,61,
1001223,Anniversary Discount,False,14,
1001224,Holiday Special,False,27,
1001225,Employee Discount,True,25,
1001226,Birthday Discount,False,52,
1001227,Birthday Discount,False,54,
1001228,Birthday Discount,True,64,
1001229,Back to School Discount,False,15,
1001230,Holiday Special,False,11,43.0
1001231,Back to School Discount,True,10,50.0
1001232,Student Discount,True,5,39.0
1001233,Military Discount,True,10,
1001234,Online Exclusive,True,67,
1001235,Early Bird Savings,True,63,
1001236,Newsletter Subscriber Deal,False,70,66.0
1001237,Quantity Discount,True,62,
1001238,Special Promotion,False,59,
1001239,Student Discount,False,42,
1001240,Referral Bonus,True,8,44.0
1001241,Bundle Discount,False,50,
1001242,Senior Discount,False,28,
1001243,End of Month Deal,False,33,
1001244,In-Store Only,True,33,21.0
1001245,Loyalty Reward,True,29,
1001246,In-Store Only,True,41,
1001247,Tiered Discount (Silver),True,64,
1001248,Quantity Discount,True,61,26.0
1001249,Student Discount,False,45,
1001250,Referral Bonus,True,12,
1001251,Weekend Offer,False,57,39.0
1001252,In-Store Only,False,62,9.0
1001253,In-Store Only,False,14,
1001254,Limited Time Offer,False,44,
1001255,Employee Discount,False,9,
1001256,Anniversary Discount,False,21,
1001257,Tiered Discount (Silver),False,23,
1001258,Weekend Offer,True,48,
1001259,First Purchase Discount,True,50,
1001260,Seasonal Clearance,False,10,
1001261,Back to School Discount,False,57,
1001262,Flash Sale,False,42,
1001263,Online Exclusive,True,59,68.0
1001264,Referral Bonus,False,11,
1001265,Senior Discount,False,17,
1001266,Flash Sale,False,44,6.0
1001267,Employee Discount,True,67,48.0
1001268,Weekend Offer,True,42,19.0
1001269,New Customer Bonus,True,38,
1001270,Holiday Special,False,29,
1001271,Tiered Discount (Silver),True,27,42.0
1001272,Senior Discount,False,24,
1001273,Limited Time Offer,True,28,
1001274,Quantity Discount,False,34,35.0
1001275,First Purchase Discount,False,13,
1001276,Student Discount,True,17,
1001277,Limited Time Offer,False,63,
1001278,VIP Discount,False,15,
1001279,Flash Sale,False,70,
1001280,Quantity Discount,True,21,
1001281,Quantity Discount,True,31,
1001282,Special Promotion,True,19,
1001283,First Purchase Discount,False,38,
1001284,Seasonal Clearance,True,43,
1001285,Back to School Discount,True,14,
1001286,Referral Bonus,False,52,
1001287,Early Bird Savings,False,25,
1001288,First Purchase Discount,False,41,69.0
1001289,Bundle Discount,True,61,
1001290,New Customer Bonus,False,9,
1001291,Birthday Discount,True,63,
1001292,New Customer Bonus,True,14,
1001293,Online Exclusive,True,6,
1001294,Loyalty Reward,False,49,
1001295,In-Store Only,True,67,
1001296,Birthday Discount,False,22,
1001297,New Customer Bonus,False,17,
1001298,Military Discount,False,23,
1001299,Early Bird Savings,True,30,29.0
1001300,Tiered Discount (Silver),False,56,34.0
1001301,VIP Discount,False,14,
1001302,Back to School Discount,False,65,
1001303,Quantity Discount,True,59,17.0
1001304,Employee Discount,True,56,
1001305,Member Appreciation,False,68,
1001306,Holiday Special,True,34,
1001307,Birthday Discount,True,59,
1001308,Member Appreciation,False,53,
1001309,Price Drop,True,67,
1001310,Member Appreciation,True,11,
1001311,Quantity Discount,False,19,
1001312,Newsletter Subscriber Deal,False,33,
1001313,Early Bird Savings,False,60,
1001314,Tiered Discount (Gold),True,49,
1001315,Student Discount,True,44,
1001316,Back to School Discount,True,18,
1001317,Back to School Discount,False,49,
1001318,Senior Discount,True,29,
1001319,Tiered Discount (Silver),False,24,8.0
1001320,Summer Sale,False,25,
1001321,Quantity Discount,False,20,
1001322,Holiday Special,False,16,15.0
1001323,Flash Sale,False,42,
1001324,In-Store Only,False,7,34.0
1001325,Quantity Discount,False,48,
1001326,Holiday Special,False,33,
1001327,Flash Sale,True,20,
1001328,Military Discount,True,59,
1001329,Limited Time Offer,False,44,
1001330,Birthday Discount,False,35,50.0
1001331,Holiday Special,False,7,
1001332,Newsletter Subscriber Deal,False,5,
1001333,Birthday Discount,True,11,
1001334,Bundle Discount,False,68,
1001335,Senior Discount,True,29,
1001336,Employee Discount,True,56,
1001337,Online Exclusive,True,31,
1001338,Summer Sale,True,47,
1001339,Summer Sale,True,14,
1001340,Newsletter Subscriber Deal,False,16,
1001341,Back to School Discount,False,37,56.0
1001342,Back to School Discount,True,32,57.0
1001343,Weekend Offer,False,18,
1001344,Holiday Special,True,50,
1001345,Holiday Special,True,45,8.0
1001346,Back to School Discount,True,18,32.0
1001347,Student Discount,True,50,
1001348,Loyalty Reward,True,14,
1001349,Student Discount,False,20,
1001350,Price Drop,False,69,
1001351,Newsletter Subscriber Deal,False,43,
1001352,First Purchase Discount,True,7,
1001353,Bundle Discount,True,22,
1001354,Birthday Discount,False,69,38.0
1001355,VIP Discount,True,55,
1001356,Flash Sale,True,58,
1001357,Price Drop,True,42,
1001358,Flash Sale,True,9,
1001359,Seasonal Clearance,True,28,
1001360,Employee Discount,False,64,
1001361,Seasonal Clearance,True,44,
1001362,Referral Bonus,True,24,
1001363,VIP Discount,True,23,
1001364,VIP Discount,False,60,
1001365,New Customer Bonus,False,17,
1001366,Employee Discount,True,7,
1001367,Weekend Offer,True,12,
1001368,Flash Sale,True,12,
1001369,Referral Bonus,False,21,
1001370,Senior Discount,True,9,
1001371,Limited Time Offer,True,59,
1001372,Limited Time Offer,True,12,
1001373,Weekend Offer,False,70,
1001374,New Customer Bonus,False,14,
1001375,Seasonal Clearance,True,58,
1001376,Referral Bonus,False,10,
1001377,Special Promotion,True,26,
1001378,Early Bird Savings,True,7,
1001379,Senior Discount,True,51,
1001380,Student Discount,False,50,
1001381,Back to School Discount,True,11,
1001382,Student Discount,False,9,69.0
1001383,First Purchase Discount,False,53,
1001384,Seasonal Clearance,False,51,
1001385,Loyalty Reward,True,57,
1001386,Member Appreciation,False,42,
1001387,Loyalty Reward,False,38,
1001388,Loyalty Reward,True,19,
1001389,Holiday Special,False,65,
1001390,Senior Discount,True,32,
1001391,Anniversary Discount,True,32,
1001392,Loyalty Reward,True,34,
1001393,In-Store Only,False,47,
1001394,Special Promotion,True,10,
1001395,Back to School Discount,True,39,
1001396,Summer Sale,True,64,
1001397,Weekend Offer,True,16,
1001398,Military Discount,False,16,
1001399,VIP Discount,False,64,
1001400,Anniversary Discount,True,56,
1001401,VIP Discount,True,42,
1001402,In-Store Only,False,15,
1001403,Early Bird Savings,False,49,
1001404,Employee Discount,False,34,
1001405,Limited Time Offer,True,13,
1001406,Birthday Discount,True,47,
1001407,First Purchase Discount,True,11,
1001408,Weekend Offer,True,57,
1001409,Limited Time Offer,True,17,
1001410,Tiered Discount (Gold),True,64,
1001411,Military Discount,True,54,
1001412,Anniversary Discount,True,64,
1001413,Holiday Special,False,29,
1001414,Tiered Discount (Gold),False,48,
1001415,First Purchase Discount,False,33,
1001416,Price Drop,True,48,
1001417,Flash Sale,False,13,
1001418,Member Appreciation,True,60,
1001419,First Purchase Discount,False,49,
1001420,Tiered Discount (Gold),False,22,
1001421,Limited Time Offer,False,70,
1001422,VIP Discount,False,29,
1001423,Loyalty Reward,True,33,
1001424,Employee Discount,True,15,
1001425,Online Exclusive,False,5,
1001426,Early Bird Savings,False,56,
1001427,Holiday Special,True,30,
1001428,In-Store Only,True,34,
1001429,First Purchase Discount,True,31,22.0
1001430,Flash Sale,True,18,
1001431,Employee Discount,False,27,48.0
1001432,Flash Sale,True,32,
1001433,Holiday Special,True,29,16.0
1001434,Quantity Discount,False,30,
1001435,Seasonal Clearance,False,53,
1001436,Loyalty Reward,True,50,
1001437,Senior Discount,True,40,
1001438,First Purchase Discount,True,12,
1001439,Seasonal Clearance,False,27,
1001440,Weekend Offer,False,69,
1001441,Senior Discount,False,17,68.0
1001442,Military Discount,True,31,
1001443,In-Store Only,False,45,
1001444,Newsletter Subscriber Deal,True,21,
1001445,New Customer Bonus,True,15,
1001446,Seasonal Clearance,False,65,48.0
1001447,Early Bird Savings,False,49,
1001448,Weekend Offer,True,30,
1001449,Birthday Discount,False,21,
1001450,Seasonal Clearance,True,19,
1001451,Student Discount,True,61,
1001452,Limited Time Offer,True,69,
1001453,Student Discount,True,7,
1001454,Bundle Discount,False,62,
1001455,Tiered Discount (Silver),True,37,
1001456,New Customer Bonus,True,8,
1001457,End of Month Deal,False,16,40.0
1001458,Back to School Discount,True,51,
1001459,Military Discount,False,41,
1001460,Referral Bonus,False,47,
1001461,Tiered Discount (Silver),False,41,
1001462,Quantity Discount,False,23,
1001463,Tiered Discount (Gold),True,19,
1001464,Holiday Special,False,27,
1001465,New Customer Bonus,True,44,
1001466,New Customer Bonus,True,33,
1001467,Newsletter Subscriber Deal,False,56,
1001468,Newsletter Subscriber Deal,False,21,
1001469,Referral Bonus,False,68,36.0
1001470,First Purchase Discount,False,55,39.0
1001471,VIP Discount,False,11,
1001472,Birthday Discount,True,42,
1001473,Special Promotion,False,20,
1001474,Holiday Special,False,70,
1001475,Flash Sale,True,61,12.0
1001476,Anniversary Discount,True,42,
1001477,Back to School Discount,True,68,
1001478,Special Promotion,False,67,
1001479,Student Discount,False,8,24.0
1001480,Weekend Offer,True,41,
1001481,Limited Time Offer,True,64,
1001482,Back to School Discount,True,24,
1001483,Referral Bonus,True,61,
1001484,Limited Time Offer,False,27,
1001485,Employee Discount,True,13,65.0
1001486,Birthday Discount,False,53,
1001487,Employee Discount,True,43,69.0
1001488,Summer Sale,True,43,
1001489,VIP Discount,False,46,
1001490,Summer Sale,False,65,
1001491,VIP Discount,True,52,
1001492,New Customer Bonus,False,20,
1001493,Loyalty Reward,True,44,
1001494,Birthday Discount,True,38,
1001495,Military Discount,False,11,40.0
1001496,Quantity Discount,False,22,
1001497,Tiered Discount (Gold),False,52,
1001498,Newsletter Subscriber Deal,True,23,54.0
1001499,Senior Discount,True,29,
1001500,Weekend Offer,False,64,
1001501,Flash Sale,False,56,
1001502,First Purchase Discount,True,61,
1001503,Quantity Discount,False,12,
1001504,Holiday Special,True,27,
1001505,Price Drop,False,6,57.0
1001506,Loyalty Reward,False,27,
1001507,Back to School Discount,True,39,
1001508,Limited Time Offer,False,29,
1001509,Price Drop,False,20,
1001510,Birthday Discount,True,61,
1001511,Referral Bonus,True,43,
1001512,Tiered Discount (Gold),False,63,
1001513,Summer Sale,True,45,
1001514,Holiday Special,False,13,
1001515,Quantity Discount,True,67,
1001516,VIP Discount,True,17,
1001517,Birthday Discount,False,36,
1001518,Tiered Discount (Silver),True,20,
1001519,Summer Sale,False,27,44.0
1001520,Back to School Discount,False,31,
1001521,Holiday Special,True,56,
1001522,Holiday Special,True,59,
1001523,Early Bird Savings,False,43,
1001524,Tiered Discount (Gold),True,46,
1001525,Tiered Discount (Silver),False,60,
1001526,Bundle Discount,False,24,
1001527,Early Bird Savings,False,8,
1001528,New Customer Bonus,True,48,65.0
1001529,Special Promotion,False,17,
1001530,Referral Bonus,True,34,6.0
1001531,Seasonal Clearance,False,10,
1001532,Loyalty Reward,False,35,
1001533,Birthday Discount,True,9,
1001534,Tiered Discount (Silver),True,56,32.0
1001535,Tiered Discount (Silver),False,27,
1001536,Tiered Discount (Silver),False,63,
1001537,Flash Sale,False,27,
1001538,Early Bird Savings,True,29,
1001539,Summer Sale,False,37,
1001540,VIP Discount,False,40,5.0
1001541,Holiday Special,True,11,
1001542,In-Store Only,True,30,
1001543,Tiered Discount (Silver),True,37,
1001544,End of Month Deal,False,40,63.0
1001545,Loyalty Reward,True,36,
1001546,Military Discount,True,43,
1001547,End of Month Deal,True,45,
1001548,Tiered Discount (Gold),True,13,
1001549,Tiered Discount (Silver),False,62,
1001550,Online Exclusive,True,64,
1001551,Student Discount,True,53,
1001552,Back to School Discount,False,8,
1001553,Holiday Special,False,55,
1001554,Member Appreciation,True,67,
1001555,Seasonal Clearance,True,42,46.0
1001556,Weekend Offer,False,52,
1001557,Bundle Discount,False,13,
1001558,Quantity Discount,False,61,
1001559,Holiday Special,False,68,
1001560,First Purchase Discount,True,63,
1001561,Newsletter Subscriber Deal,False,10,52.0
1001562,Limited Time Offer,False,32,
1001563,Tiered Discount (Gold),True,22,
1001564,Price Drop,False,58,
1001565,Member Appreciation,False,9,19.0
1001566,Flash Sale,False,28,
1001567,First Purchase Discount,False,68,
1001568,Flash Sale,True,33,
1001569,Member Appreciation,False,41,
1001570,Summer Sale,False,54,
1001571,Quantity Discount,False,44,17.0
1001572,Seasonal Clearance,True,30,
1001573,New Customer Bonus,False,39,
1001574,Weekend Offer,True,51,
1001575,Member Appreciation,False,66,
