item_id,name,price,category_id,placement,start_date,end_date
801734,Leggings,141.42,512,End Cap C,2024-03-16,
801735,Sweater,72.4,712,Aisle 14,2023-01-12,
801736,Yoga Mat,72.2,518,Aisle 16,2024-12-20,
801737,Skirt,131.89,113,Aisle 13,2024-02-26,
801738,Gloves,72.28,580,Aisle 2,2023-10-14,
801739,T-Shirt,112.82,828,Aisle 4,2023-06-15,
801740,Skirt,76.72,777,Aisle 4,2023-10-07,
801741,Gloves,40.6,351,Aisle 19,2023-10-05,
801742,Basketball,112.55,844,Checkout Counter,2024-06-27,
801743,Tank Top,118.72,133,Aisle 1,2023-08-06,
801744,USB Cable,87.61,945,End Cap C,2023-03-22,
801745,Skirt,102.67,650,Aisle 6,2023-12-30,
801746,Pants,133.27,863,Aisle 14,2024-07-13,
801747,Notebook,20.47,807,Aisle 8,2023-08-06,
801748,Yoga Mat,19.82,762,Aisle 15,2023-09-06,
801749,Backpack,99.18,213,Aisle 16,2023-05-04,
801750,Backpack,107.76,700,Checkout Counter,2023-11-26,
801751,Pants,75.47,887,Aisle 17,2023-09-02,
801752,Towel,78.1,843,Aisle 11,2024-06-15,
801753,Gloves,25.44,116,Aisle 14,2024-02-21,
801754,Hat,66.77,374,Aisle 12,2024-11-10,
801755,Sweater,21.39,349,Aisle 16,2024-11-30,
801756,Wallet,128.7,775,Aisle 5,2023-10-02,
801757,Jeans,134.58,638,Aisle 4,2023-09-14,
801758,Sports Jersey,47.8,499,End Cap B,2023-06-02,
801759,Sports Jersey,78.35,385,End Cap E,2024-10-26,
801760,T-Shirt,113.31,605,Aisle 9,2023-06-01,
801761,Jeans,120.78,973,End Cap D,2023-10-24,
801762,Pillow,99.74,842,End Cap E,2024-12-30,
801763,Football,135.04,207,End Cap B,2024-03-18,
801764,Blanket,69.42,320,Aisle 18,2024-02-13,
801765,Leggings,17.93,423,Aisle 5,2023-08-13,
801766,Hoodie,5.36,273,Aisle 5,2023-05-13,
801767,Charger,53.49,289,Aisle 6,2023-07-05,
801768,Resistance Bands,125.0,322,Aisle 19,2024-02-16,
801769,Tank Top,53.27,580,Aisle 15,2024-12-12,
801770,Pillow,56.25,729,End Cap D,2023-04-22,
801771,Scarf,90.97,524,End Cap B,2024-01-03,
801772,Scarf,47.2,702,Aisle 15,2023-10-02,
801773,Sunglasses,19.95,881,End Cap A,2024-11-08,
801774,Belt,41.73,203,Aisle 15,2023-04-24,
801775,Scarf,11.21,173,Aisle 3,2024-05-07,
801776,Dumbbells,111.91,231,Aisle 3,2023-02-17,
801777,Candle,141.01,435,Aisle 2,2023-03-13,
801778,Skirt,76.91,146,Aisle 14,2023-05-10,
801779,Leggings,93.29,908,Aisle 20,2024-06-28,
801780,Backpack,47.46,512,End Cap D,2023-08-28,
801781,Notebook,11.47,664,Aisle 2,2024-02-08,
801782,Coffee Mug,69.32,976,End Cap B,2024-06-26,
801783,Skirt,45.76,761,Aisle 18,2023-08-08,
801784,Blanket,120.99,120,Aisle 14,2024-07-05,
801785,Pillow,104.44,837,Display Table,2024-12-12,
801786,Beanie,114.18,988,Aisle 9,2023-04-20,
801787,Lotion,108.43,476,Aisle 18,2023-03-02,
801788,Wallet,100.42,126,Aisle 17,2023-10-04,
801789,Hoodie,125.27,590,Aisle 1,2023-05-04,
801790,Coffee Mug,142.97,732,Aisle 8,2024-10-03,
801791,Hat,33.94,492,End Cap E,2023-04-21,
801792,Sunglasses,131.2,527,Aisle 10,2024-08-09,
801793,Pants,18.34,802,Aisle 4,2023-10-13,
801794,USB Cable,73.6,964,Aisle 1,2024-06-14,
801795,Tennis Racket,123.98,515,End Cap A,2023-12-21,
801796,Dress,143.62,642,Aisle 8,2023-08-10,
801797,Headphones,75.49,230,End Cap E,2024-03-23,
801798,Notebook,73.9,636,Aisle 10,2023-04-30,
801799,Tennis Racket,120.74,915,Aisle 8,2023-02-14,
801800,Skirt,148.53,777,Aisle 20,2023-07-13,
801801,Sneakers,16.83,246,Checkout Counter,2024-10-08,
801802,Sunglasses,111.97,471,Aisle 4,2023-12-29,
801803,Dumbbells,139.66,752,Aisle 4,2023-04-23,
801804,Soccer Ball,109.2,933,Aisle 13,2024-10-06,
801805,Yoga Mat,67.54,641,Aisle 5,2024-03-19,
801806,Towel,96.32,670,End Cap D,2023-07-14,
801807,Wallet,18.38,967,Aisle 13,2023-02-03,
801808,Sports Jersey,114.92,208,Aisle 3,2024-04-22,
801809,Sports Jersey,42.96,346,Aisle 16,2023-10-04,
801810,Dumbbells,87.25,794,End Cap B,2023-05-30,
801811,Dress,74.27,486,Aisle 2,2023-11-29,
801812,Lotion,13.45,290,Aisle 16,2023-08-23,
801813,Pants,25.96,304,Aisle 10,2023-11-14,
801814,Soccer Ball,88.23,106,Aisle 16,2024-08-24,
801815,Pen Set,140.67,311,End Cap B,2024-09-04,
801816,Lotion,118.87,867,Aisle 9,2024-06-12,
801817,Wallet,84.57,715,Checkout Counter,2023-03-27,
801818,Socks,23.24,400,Aisle 11,2023-01-29,
801819,Pen Set,8.23,336,Aisle 14,2024-07-01,
801820,Hoodie,64.44,966,Aisle 3,2023-12-12,
801821,Pillow,9.33,972,Aisle 9,2023-03-16,
801822,Wallet,41.41,414,Aisle 10,2024-04-02,
801823,Soap,116.74,556,Aisle 7,2024-03-09,
801824,Charger,128.02,154,Aisle 5,2024-05-11,
801825,Hat,5.06,255,Aisle 6,2023-09-19,
801826,T-Shirt,90.72,347,Aisle 6,2023-11-25,
801827,Belt,107.92,545,End Cap E,2024-01-16,
801828,Coffee Mug,33.51,876,Checkout Counter,2023-07-07,
801829,Beanie,44.71,802,Aisle 12,2024-12-14,
801830,Button-Down Shirt,135.14,780,Aisle 17,2023-12-04,
801831,Hat,87.69,336,Aisle 20,2024-03-18,
801832,Wallet,100.78,117,Aisle 19,2024-11-11,
801833,Button-Down Shirt,56.18,732,Aisle 13,2023-07-09,
801834,Coffee Mug,130.35,117,End Cap C,2023-10-16,
801835,Wallet,32.48,358,Aisle 12,2024-02-20,
801836,Football,84.07,621,Aisle 6,2023-01-13,
801837,Sneakers,28.77,522,End Cap B,2023-04-11,
801838,USB Cable,63.14,538,Aisle 10,2023-11-20,
801839,Button-Down Shirt,30.53,783,Aisle 20,2024-04-22,
801840,Resistance Bands,91.88,468,Aisle 15,2024-01-03,
801841,Dress,72.12,100,Aisle 16,2023-11-15,
801842,Blanket,83.06,318,End Cap D,2023-03-23,
801843,Yoga Mat,72.83,477,Checkout Counter,2023-11-08,
801844,Cap,103.89,521,Aisle 12,2024-08-05,
801845,Football,59.75,330,End Cap B,2023-05-09,
801846,Yoga Mat,42.08,367,Aisle 11,2024-12-08,
801847,Sunglasses,117.02,637,Aisle 16,2024-01-10,
801848,Charger,55.5,122,Aisle 16,2024-08-05,
801849,Socks,106.02,119,Aisle 3,2024-09-19,
801850,Dress,64.83,140,Aisle 16,2023-07-01,
801851,Shorts,58.09,992,Aisle 18,2023-09-14,
801852,Charger,93.7,386,Aisle 16,2024-03-02,
801853,Towel,148.46,890,Aisle 12,2023-06-27,
801854,Scarf,56.03,445,Checkout Counter,2023-08-05,
801855,Blanket,140.35,132,Aisle 8,2023-03-20,
801856,Hat,87.82,577,Aisle 16,2023-01-07,
801857,Soap,124.33,874,Aisle 5,2023-08-26,
801858,Charger,67.56,134,End Cap E,2023-07-27,
801859,Hoodie,17.72,171,Display Table,2024-03-15,
801860,Shorts,32.0,621,Aisle 12,2024-11-03,
801861,Notebook,54.55,430,Aisle 20,2023-03-08,
801862,Sunglasses,137.52,863,Aisle 18,2024-12-25,
801863,Skirt,144.79,996,End Cap D,2024-04-27,
801864,Button-Down Shirt,98.71,744,Aisle 7,2024-10-13,
801865,Pen Set,51.52,625,Aisle 8,2024-06-05,
801866,Pen Set,73.63,868,End Cap E,2024-05-29,
801867,Phone Case,65.77,705,Aisle 13,2023-11-14,
801868,Hoodie,59.69,922,Aisle 17,2023-07-24,
801869,Belt,129.13,543,Aisle 5,2024-01-08,
801870,Phone Case,18.11,172,End Cap D,2023-11-03,
801871,Sweater,14.05,118,Aisle 7,2023-11-27,
801872,Coffee Mug,133.6,322,Aisle 3,2024-09-30,
801873,Jeans,82.75,162,Aisle 18,2024-01-01,
801874,Soccer Ball,68.28,650,Aisle 13,2024-08-17,
801875,Belt,85.45,940,Aisle 14,2024-08-23,
801876,Shorts,109.63,698,End Cap A,2023-08-01,
801877,Dress,45.96,115,End Cap C,2023-09-05,
801878,Tennis Racket,112.76,114,Display Table,2023-07-09,
801879,Jeans,146.65,226,End Cap D,2023-06-11,
801880,Hoodie,75.55,475,Aisle 4,2023-09-15,
801881,Dumbbells,132.13,154,Checkout Counter,2024-04-18,
801882,Sweater,72.92,388,End Cap A,2024-07-20,
801883,Jacket,140.28,689,End Cap C,2023-04-09,
801884,Sneakers,62.48,149,Aisle 13,2024-04-23,
801885,Pillow,35.29,336,Aisle 8,2023-12-25,
801886,Football,17.07,912,Aisle 16,2024-04-26,
801887,Hat,60.01,307,End Cap A,2024-07-20,
801888,Towel,112.99,961,Aisle 17,2023-06-29,
801889,Cap,93.92,825,Aisle 2,2023-01-05,
801890,Dumbbells,106.22,857,Aisle 18,2024-10-08,
801891,Pants,9.49,228,Aisle 1,2024-10-24,
801892,Candle,102.96,225,Aisle 6,2024-04-22,
801893,Dress,21.69,562,Aisle 5,2023-02-18,
801894,Belt,115.19,629,End Cap C,2023-05-17,
801895,Jacket,30.85,214,Aisle 6,2023-08-29,
801896,Towel,102.31,171,Aisle 2,2024-02-12,
801897,Towel,12.76,183,Aisle 2,2024-10-24,
801898,Leggings,81.71,156,Aisle 19,2023-01-13,
801899,T-Shirt,133.18,716,Aisle 4,2024-04-20,
801900,Lotion,45.83,340,End Cap A,2024-06-22,
801901,Hoodie,113.65,563,Aisle 4,2024-10-09,
801902,Jeans,15.6,238,Aisle 16,2024-05-17,
801903,Headphones,63.74,516,Aisle 8,2023-08-04,
801904,Pen Set,148.02,314,Aisle 20,2024-02-05,
801905,Pants,6.95,365,Aisle 15,2024-07-26,
801906,Soap,124.29,331,Aisle 19,2023-08-07,
801907,Shorts,9.78,286,Aisle 19,2024-11-19,
801908,Sneakers,96.64,899,Aisle 9,2023-02-18,
801909,Cap,73.44,834,Aisle 17,2023-01-23,
801910,Sunglasses,65.46,521,End Cap C,2024-11-12,
801911,Water Bottle,86.28,588,Aisle 16,2023-06-22,
801912,Towel,12.29,431,Aisle 5,2024-03-29,
801913,Button-Down Shirt,58.28,533,Aisle 11,2024-08-31,
801914,Soccer Ball,52.4,954,Aisle 19,2024-03-14,
801915,Dress,55.76,313,Aisle 1,2023-01-07,
801916,Phone Case,146.22,556,Aisle 6,2024-03-14,
801917,USB Cable,51.39,572,Aisle 10,2023-01-04,
801918,Jeans,100.82,743,Aisle 8,2024-04-04,
801919,Sneakers,110.52,168,Aisle 15,2023-12-24,
801920,Dumbbells,118.44,490,Aisle 11,2023-01-29,
801921,Backpack,10.42,837,Aisle 7,2024-09-02,
801922,Soap,112.45,759,Aisle 3,2024-10-29,
801923,Polo Shirt,62.82,671,Aisle 18,2024-11-19,
801924,Headphones,91.37,278,Aisle 5,2024-04-19,
801925,Yoga Mat,42.91,155,Checkout Counter,2023-10-10,
801926,Sports Jersey,125.54,664,Aisle 16,2023-07-30,
801927,Candle,92.42,831,Aisle 12,2023-11-09,
801928,Sweater,106.09,448,Aisle 7,2023-01-17,
801929,Charger,87.93,247,Aisle 10,2023-10-23,
801930,Lotion,146.68,244,Aisle 11,2023-11-24,
801931,Resistance Bands,127.82,270,Aisle 20,2023-02-14,
801932,Pillow,85.9,917,End Cap B,2024-03-21,
801933,Skirt,27.28,708,End Cap D,2023-07-22,
801934,Lotion,42.75,716,Aisle 7,2023-02-21,
801935,Button-Down Shirt,20.88,396,Aisle 20,2023-08-23,
801936,Resistance Bands,31.83,843,Aisle 16,2024-02-26,
801937,Phone Case,46.66,421,Aisle 2,2024-08-08,
801938,Backpack,119.11,325,End Cap B,2024-04-18,
801939,Tennis Racket,92.44,423,End Cap A,2024-02-02,
801940,Hat,43.98,135,Display Table,2024-04-27,
801941,Tank Top,62.14,705,Aisle 4,2023-06-17,
801942,Pillow,95.1,731,Aisle 5,2023-02-24,
801943,Blanket,67.18,184,Aisle 10,2023-07-11,
801944,Polo Shirt,41.66,749,Aisle 14,2024-12-25,
801945,Belt,76.8,946,Aisle 11,2023-09-03,
801946,Charger,139.46,900,Aisle 13,2023-12-10,
801947,Pillow,37.74,489,Checkout Counter,2024-05-07,
801948,Gloves,20.02,852,Aisle 3,2023-11-26,
801949,Cap,43.68,692,Aisle 1,2023-04-08,
801950,Sunglasses,20.09,284,Aisle 9,2024-07-05,
801951,Skirt,53.42,198,Aisle 9,2023-09-29,
801952,Tank Top,27.31,200,End Cap A,2024-01-10,
801953,Phone Case,107.55,130,End Cap B,2024-04-13,
801954,Gloves,118.95,748,Aisle 16,2024-09-04,
801955,Shorts,45.14,866,End Cap A,2024-03-11,
801956,Football,22.46,250,Aisle 2,2024-03-18,
801957,Hat,88.2,745,End Cap B,2024-05-07,
801958,Football,36.53,650,Aisle 3,2023-01-18,
801959,Sweater,109.14,971,Aisle 6,2024-03-30,
801960,Beanie,129.56,182,Aisle 13,2023-11-18,
801961,Pen Set,85.64,430,Aisle 14,2024-05-05,
801962,Skirt,134.39,200,End Cap C,2023-07-26,
801963,Socks,76.05,759,Aisle 7,2024-01-26,
801964,Jacket,8.37,328,End Cap A,2023-07-23,
801965,Backpack,125.01,188,Aisle 12,2024-06-13,
801966,Soap,134.29,422,Aisle 19,2023-03-27,
801967,Skirt,99.01,490,End Cap B,2024-06-01,
801968,Soap,117.56,862,Aisle 1,2024-01-17,
801969,Tennis Racket,41.46,323,Aisle 8,2024-04-12,
801970,Sunglasses,70.94,132,Aisle 2,2024-09-04,
801971,Soap,71.73,470,End Cap D,2024-10-12,
801972,Wallet,86.54,958,Aisle 1,2024-10-07,
801973,USB Cable,129.21,358,Aisle 6,2024-11-18,
801974,Hat,78.79,891,End Cap B,2024-10-21,
801975,Lotion,57.6,334,Aisle 2,2023-10-10,
801976,Phone Case,34.41,155,Aisle 4,2023-11-28,
801977,Hoodie,52.86,233,Aisle 13,2024-02-02,
801978,T-Shirt,89.98,734,Aisle 7,2023-12-21,
801979,Dumbbells,39.38,471,Aisle 18,2024-02-26,
801980,Leggings,88.46,832,Aisle 4,2023-09-06,
801981,Belt,96.05,747,Aisle 18,2024-06-26,
801982,Jeans,34.26,352,Aisle 8,2024-10-27,
801983,Scarf,96.76,600,Aisle 19,2023-12-23,
801984,Sweater,40.19,421,Checkout Counter,2024-09-09,
801985,Towel,109.56,386,Aisle 3,2023-08-18,
801986,Pen Set,32.9,737,Display Table,2023-05-17,
801987,USB Cable,78.27,422,Display Table,2023-07-11,
801988,Pillow,78.73,394,Aisle 18,2023-11-25,
801989,Shorts,88.79,199,Aisle 8,2024-09-01,
801990,Jacket,52.8,362,End Cap B,2024-08-15,
801991,Pen Set,45.89,858,Aisle 9,2023-10-27,
801992,Resistance Bands,22.94,448,Aisle 4,2023-04-07,
801993,Phone Case,117.66,170,Aisle 11,2024-07-04,
801994,Coffee Mug,8.6,825,End Cap C,2023-03-22,
801995,Notebook,26.53,698,Aisle 2,2023-07-24,
801996,Scarf,8.78,136,End Cap E,2024-03-09,
801997,Belt,11.47,972,Aisle 1,2023-04-24,
801998,Headphones,14.35,188,Checkout Counter,2024-06-25,
801999,Phone Case,93.67,309,Aisle 16,2023-02-09,
802000,Resistance Bands,88.89,655,Aisle 11,2023-11-11,
802001,Basketball,84.23,501,Aisle 3,2023-05-27,
802002,Pen Set,32.26,497,Aisle 8,2024-08-18,
802003,Gloves,26.51,106,Aisle 16,2024-06-17,
802004,Polo Shirt,51.91,286,Aisle 18,2023-06-08,
802005,Jeans,73.68,322,Aisle 18,2023-05-23,
802006,Lotion,107.6,248,Aisle 19,2023-11-08,
802007,Notebook,18.98,103,Aisle 17,2024-08-28,
802008,Sunglasses,56.08,724,Aisle 18,2023-05-09,
802009,Pen Set,132.45,211,Aisle 18,2024-10-05,
802010,Shorts,76.98,723,End Cap C,2023-08-24,
802011,T-Shirt,46.77,190,Aisle 14,2023-08-26,
802012,Sweater,144.41,408,End Cap D,2024-08-02,
802013,Gloves,78.07,977,Aisle 8,2023-06-24,
802014,Towel,37.86,663,End Cap D,2023-05-31,
802015,Headphones,97.81,222,Display Table,2023-01-05,
802016,USB Cable,98.69,705,Aisle 11,2023-04-26,
802017,Cap,113.04,213,End Cap C,2024-03-17,
802018,Shorts,137.13,839,Aisle 10,2024-10-13,
802019,Hoodie,38.37,584,Aisle 17,2024-05-01,
802020,Pants,124.98,799,Aisle 16,2024-06-13,
802021,Pants,43.64,564,Aisle 12,2024-12-23,
802022,Sneakers,59.61,687,Aisle 10,2023-12-11,
802023,Scarf,118.17,928,Display Table,2023-06-29,
802024,Water Bottle,82.82,422,Aisle 14,2023-12-20,
802025,Soccer Ball,18.81,710,Aisle 6,2024-12-11,
802026,Pillow,80.76,629,Checkout Counter,2023-02-04,
802027,Backpack,141.43,487,Aisle 4,2023-12-14,
802028,Beanie,76.51,426,Aisle 10,2023-02-08,
802029,Leggings,111.92,379,Aisle 18,2023-01-01,
802030,Backpack,146.59,755,Display Table,2024-07-08,
802031,Scarf,100.54,968,End Cap A,2024-05-05,
802032,Beanie,143.19,359,Aisle 13,2024-03-01,
802033,Backpack,33.73,156,End Cap B,2023-05-23,
802034,Football,24.78,765,Aisle 10,2024-06-27,
802035,Cap,127.95,694,Aisle 16,2023-12-09,
802036,Dumbbells,37.83,471,End Cap C,2024-04-02,
802037,Cap,36.31,821,Aisle 18,2023-05-18,
802038,Soccer Ball,16.88,133,End Cap C,2023-05-07,
802039,Dumbbells,143.01,227,Aisle 4,2023-02-08,
802040,Pants,83.85,546,Aisle 3,2024-07-03,
802041,Sports Jersey,70.64,470,End Cap C,2023-05-05,
802042,Sneakers,52.53,770,Aisle 2,2024-01-06,
802043,Polo Shirt,43.44,699,Aisle 19,2024-05-15,
802044,Hoodie,81.77,113,Aisle 13,2023-08-06,
802045,Towel,18.19,265,Aisle 11,2024-05-25,
802046,Jacket,146.4,546,Aisle 16,2024-01-15,
802047,Basketball,41.14,146,Aisle 16,2024-10-11,
802048,Water Bottle,149.51,192,Aisle 19,2024-11-15,
802049,Beanie,57.53,133,Aisle 5,2024-11-29,
802050,Wallet,136.77,512,Aisle 14,2023-11-16,
802051,Sunglasses,98.78,430,Aisle 8,2024-12-06,
802052,Blanket,117.84,171,Aisle 6,2023-01-19,
802053,Socks,68.18,594,Aisle 4,2024-07-19,
802054,Button-Down Shirt,60.42,116,Aisle 14,2024-11-12,
802055,Socks,71.51,313,Display Table,2024-09-02,
802056,Gloves,131.49,181,End Cap A,2024-01-06,
802057,T-Shirt,56.57,846,Aisle 13,2023-02-24,
802058,Sneakers,142.61,720,Aisle 1,2024-08-22,
802059,Dumbbells,89.1,821,Aisle 14,2023-10-04,
802060,Backpack,43.94,989,Aisle 1,2024-11-08,
802061,Gloves,53.3,972,Aisle 1,2023-01-09,
802062,Sports Jersey,61.27,906,Display Table,2023-11-03,
802063,Polo Shirt,121.18,769,Aisle 15,2024-09-01,
802064,Resistance Bands,72.97,424,Aisle 1,2024-01-28,
802065,Phone Case,25.17,425,Aisle 17,2024-04-14,
802066,Belt,46.6,170,Aisle 19,2024-07-01,
802067,Tank Top,133.22,662,Aisle 5,2023-10-12,
802068,Beanie,72.96,460,End Cap D,2024-05-18,
802069,Jacket,21.44,410,Aisle 5,2024-08-24,
802070,Gloves,43.24,982,Aisle 4,2024-01-22,
802071,T-Shirt,108.91,346,Aisle 2,2023-08-29,
802072,Soccer Ball,92.81,539,Aisle 20,2023-11-21,
802073,Phone Case,91.04,683,End Cap C,2024-07-10,
802074,Soccer Ball,11.59,450,End Cap C,2023-11-16,
802075,Wallet,71.65,688,End Cap C,2023-07-01,
802076,Jacket,5.92,258,Aisle 13,2024-05-30,
802077,Pillow,23.36,171,Aisle 10,2023-05-03,
802078,Blanket,77.66,463,Aisle 7,2024-11-18,
802079,Skirt,38.8,732,End Cap C,2024-10-20,
802080,Blanket,105.42,871,End Cap D,2023-09-05,
802081,Wallet,13.55,604,End Cap A,2024-03-25,
802082,Towel,19.45,859,Aisle 19,2023-10-08,
802083,Pen Set,29.9,834,Aisle 3,2024-04-15,
802084,Socks,145.54,753,Aisle 19,2023-12-22,
802085,Headphones,42.12,306,End Cap E,2023-07-10,
802086,Yoga Mat,53.15,897,Aisle 18,2024-04-10,
802087,Skirt,63.31,488,Aisle 10,2023-05-31,
802088,Tank Top,38.28,444,Checkout Counter,2023-04-21,
802089,Pants,15.7,104,Aisle 13,2024-08-20,
802090,Tennis Racket,47.77,228,End Cap E,2024-06-16,
802091,Pen Set,73.92,522,Aisle 16,2024-10-06,
802092,Sports Jersey,109.9,168,Aisle 10,2023-05-19,
802093,Tank Top,129.43,661,Aisle 8,2024-05-30,
802094,Jeans,146.44,217,Aisle 16,2023-01-01,
802095,Skirt,139.51,570,Aisle 7,2024-01-15,
802096,Backpack,90.74,820,Aisle 18,2023-01-24,
802097,Polo Shirt,88.27,841,Aisle 6,2023-04-29,
802098,Pen Set,49.34,414,Aisle 7,2024-03-11,
802099,Wallet,127.77,215,Aisle 8,2024-10-30,
802100,Jeans,14.38,513,End Cap C,2024-02-26,
802101,Hat,116.47,409,Aisle 11,2023-11-21,
802102,USB Cable,83.22,188,End Cap D,2023-08-13,
802103,Polo Shirt,107.14,924,Aisle 19,2023-04-23,
802104,Shorts,96.43,782,Aisle 16,2023-12-14,
802105,Shorts,80.06,326,Checkout Counter,2024-09-27,
802106,Pillow,47.73,185,Aisle 13,2024-07-26,
802107,Dress,117.67,949,End Cap C,2024-07-04,
802108,Jeans,80.91,781,Aisle 19,2024-08-11,
802109,Pen Set,49.34,585,End Cap E,2023-05-07,
802110,Water Bottle,27.85,362,Aisle 9,2024-03-20,
802111,Backpack,87.16,398,Checkout Counter,2024-04-05,
802112,Hat,149.69,451,Aisle 8,2024-11-30,
802113,Pants,130.08,567,Aisle 13,2023-10-10,
802114,Dumbbells,77.5,518,Aisle 16,2023-02-05,
802115,Phone Case,134.45,904,End Cap A,2024-03-15,
802116,Water Bottle,102.87,893,Aisle 8,2023-05-01,
802117,Gloves,142.18,284,End Cap A,2024-12-20,
802118,Blanket,119.85,615,Aisle 16,2024-06-24,
802119,Leggings,9.27,929,Aisle 3,2023-03-06,
802120,Pen Set,141.62,267,End Cap B,2023-08-06,
802121,Soap,13.8,309,End Cap A,2024-01-29,
802122,Sweater,116.39,543,Aisle 9,2024-10-19,
802123,Tank Top,131.18,155,Aisle 1,2023-12-26,
802124,Socks,9.16,398,Aisle 5,2024-02-28,
802125,Socks,125.52,633,Aisle 8,2024-05-03,
802126,Soccer Ball,34.01,538,End Cap E,2024-08-10,
802127,Jeans,146.71,860,Aisle 16,2023-11-25,
802128,Beanie,140.01,118,Aisle 16,2023-09-30,
802129,Jacket,16.63,180,Aisle 17,2024-11-26,
802130,Charger,113.8,699,Aisle 11,2023-04-03,
802131,Beanie,46.16,478,Aisle 14,2024-09-22,
802132,Sports Jersey,114.62,703,Aisle 6,2023-07-06,
802133,Dress,61.3,890,End Cap C,2024-03-02,
802134,Dumbbells,149.51,846,Aisle 12,2024-05-11,
802135,Beanie,45.6,272,End Cap D,2024-08-01,
802136,Yoga Mat,16.8,557,End Cap B,2024-04-18,
802137,Basketball,139.99,892,Display Table,2024-07-31,
802138,Blanket,35.77,120,Aisle 19,2024-05-01,
802139,Phone Case,73.45,176,Aisle 17,2024-12-21,
802140,Pants,31.33,831,Aisle 20,2024-10-09,
802141,Basketball,146.07,407,End Cap A,2024-10-29,
802142,Charger,63.23,289,Aisle 5,2023-02-02,
802143,Leggings,42.53,304,Aisle 12,2024-12-13,
802144,Pants,12.95,105,End Cap A,2023-05-16,
802145,Sports Jersey,130.9,777,End Cap B,2024-03-05,
802146,Yoga Mat,148.66,553,Aisle 18,2023-11-25,
802147,Pants,109.2,723,Aisle 12,2024-07-07,
802148,Sunglasses,134.94,336,Aisle 2,2023-03-13,
802149,Jacket,64.52,219,Aisle 5,2023-06-18,
802150,Soccer Ball,144.01,694,Checkout Counter,2024-02-24,
802151,Socks,31.13,772,Aisle 2,2023-07-28,
802152,Scarf,120.1,631,End Cap B,2024-11-12,
802153,Yoga Mat,123.02,425,Aisle 17,2024-01-05,
802154,Coffee Mug,52.48,680,Aisle 9,2024-05-04,
802155,Dumbbells,135.35,317,Aisle 18,2023-06-02,
802156,Jacket,96.99,552,Aisle 7,2024-11-18,
802157,Leggings,45.45,677,End Cap D,2023-02-09,
802158,Dumbbells,45.32,442,End Cap A,2023-09-15,
802159,Beanie,68.21,857,Aisle 1,2023-05-18,
802160,Sports Jersey,116.3,264,Display Table,2024-04-24,
802161,Dress,133.07,829,Aisle 6,2023-09-23,
802162,T-Shirt,95.51,222,Aisle 20,2023-09-29,
802163,Headphones,93.4,223,Aisle 2,2024-11-08,
802164,Jeans,33.95,121,End Cap B,2023-12-23,
802165,Basketball,122.13,308,Aisle 15,2024-09-10,
802166,Lotion,90.41,354,Aisle 15,2023-06-19,
802167,Sweater,81.85,951,End Cap A,2024-05-04,
802168,Polo Shirt,87.95,978,Aisle 3,2024-11-10,
802169,Basketball,70.08,836,Aisle 6,2023-06-07,
802170,Tank Top,31.99,977,End Cap E,2024-05-01,
802171,Sweater,116.25,204,End Cap C,2023-12-14,
802172,Button-Down Shirt,73.5,657,Aisle 15,2023-05-21,
802173,Dumbbells,59.06,680,Aisle 17,2023-07-03,
802174,Headphones,82.46,405,Aisle 15,2023-02-07,
802175,Beanie,128.94,775,Aisle 7,2023-10-03,
802176,Resistance Bands,10.21,487,Aisle 1,2023-04-04,
802177,Notebook,122.02,747,Aisle 16,2024-02-03,
802178,Sports Jersey,50.01,746,Display Table,2024-06-05,
802179,Water Bottle,17.53,625,Aisle 5,2024-08-03,
802180,Pillow,134.14,902,End Cap D,2023-10-31,
802181,Charger,108.55,260,Aisle 8,2024-11-08,
802182,Candle,40.54,234,Aisle 8,2024-06-29,
802183,Scarf,134.77,392,End Cap C,2023-04-23,
802184,Wallet,63.23,973,Aisle 8,2023-05-01,
802185,Charger,87.35,689,Aisle 7,2023-03-06,
802186,Jacket,59.67,158,Aisle 20,2024-07-30,
802187,Pillow,65.13,299,End Cap D,2024-02-11,
802188,Polo Shirt,80.13,628,Aisle 15,2024-03-15,
802189,Dress,79.94,929,Display Table,2024-04-24,
802190,Hat,106.13,512,Aisle 8,2024-11-30,
802191,Pen Set,129.77,630,Aisle 15,2023-10-27,
802192,Blanket,63.24,582,Aisle 5,2023-12-20,
802193,Resistance Bands,120.33,165,Aisle 20,2023-12-12,
802194,Scarf,108.07,485,Aisle 16,2024-12-11,
802195,Resistance Bands,113.43,577,Aisle 18,2024-03-06,
802196,Headphones,135.39,499,End Cap E,2024-02-10,
802197,Soccer Ball,118.28,690,Aisle 10,2024-12-02,
802198,Yoga Mat,40.1,795,Aisle 11,2023-01-03,
802199,Gloves,106.97,977,Aisle 17,2023-11-18,
802200,Lotion,79.22,987,Aisle 9,2023-01-03,
802201,Backpack,5.01,689,Aisle 4,2023-10-11,
802202,Hoodie,78.53,280,Aisle 16,2024-03-16,
802203,Jeans,123.29,175,Aisle 17,2023-02-02,
802204,Tank Top,20.79,247,Aisle 11,2023-06-08,
802205,Backpack,66.62,855,End Cap A,2023-10-14,
802206,Hoodie,7.24,386,Aisle 18,2023-10-20,
802207,Water Bottle,125.75,976,Aisle 1,2023-02-02,
802208,Scarf,141.45,476,Aisle 8,2023-09-14,
802209,Water Bottle,139.26,365,End Cap E,2023-03-30,
