transaction_id,item_id,date_sold,employee_id,quantity_sold,discount_id
bdlabqjxri20,804250,2023-12-14,505033,5,1003604
m0d20ra7sw06,805797,2024-08-23,514303,9,1003423
6k2u1e7tga6a,804654,2023-06-19,513443,10,1001141
47rcj9dxdz9e,805131,2024-06-11,518305,6,1003345
nlv8hi6apeyt,804417,2025-02-11,504915,4,1002536
ha6wbwdyxdke,802385,2023-11-03,507798,9,1004767
irg194ruchaw,807905,2024-08-26,510753,5,1002742
i87kq2z2hqzt,806437,2024-05-29,509112,6,1003247
3d0h9oe63vmy,805498,2025-04-08,504473,4,1004195
0khqsiejsmwm,809171,2025-03-05,508092,2,1002130
5im8stpxgvp7,806550,2025-03-14,511416,1,1003656
s3zqy972z6np,807040,2025-03-17,501291,9,1001900
1klifdn04ibr,809267,2024-12-05,501330,5,1003493
2itojtwgc57e,802873,2024-11-28,507583,6,1001612
sr6fegq8jp43,808990,2025-03-20,518098,7,1000573
z4q2ahq4dkea,802239,2024-12-21,502735,1,1000113
evxglttrcul7,806016,2025-03-24,509166,7,1004035
np92c7e4hvl7,806185,2024-04-24,514984,2,1002527
p79vrjm0hnyc,800422,2023-02-22,516211,4,1004162
rxm9o6243tku,804388,2023-11-11,508027,3,1003505
swzmazhdwtaf,806994,2024-06-01,502227,10,1004008
26le0iy6pw10,805177,2023-09-17,512315,7,1001488
24pny1r88s6i,800355,2023-10-08,509872,7,1000077
q6zifwgig0iw,809417,2024-12-23,505317,2,1002709
wbntk9a635de,800236,2024-09-23,506106,7,1002220
odfbxcp5ne4u,804508,2024-10-10,512184,6,1001935
klzp78khct8u,802068,2025-01-26,514822,4,1001264
1uabw8901q3w,805935,2025-03-14,513254,10,1002125
6mxlnlicklk1,805356,2024-07-14,506418,2,1003518
klzwrl2ra38x,804447,2024-05-13,500283,10,1000142
pak4kty8fmib,803682,2025-02-23,517348,2,1002386
12l8k2hnrwvf,802868,2024-11-08,516927,2,1000192
yaewb9e60bc4,808967,2024-04-14,510107,6,1002488
j78u5innpj5t,808112,2025-03-24,510445,3,1001811
abjoic25hiu9,802250,2024-07-08,516408,10,1004380
je41xw1kvpyy,800189,2023-11-09,506928,3,1001130
898rlv9iqq9k,808763,2025-03-21,510269,7,1000469
0bnxmoxdr7ke,806223,2024-05-06,502476,1,1002982
q2ji5hlqosur,804726,2023-11-09,507309,8,1002410
pytbjn1cqwyi,803111,2023-11-02,516674,5,1001011
9mi4lr5rvij7,802811,2024-12-11,513579,2,1001621
idl1khfsiqi9,808067,2024-12-27,511062,5,1001080
h4lup1qo4mcn,802540,2025-02-25,514725,8,1004399
osn08zawt1vp,803275,2024-10-09,506225,1,1000607
pw094p8w7kls,800140,2024-06-19,517410,2,1000420
udgftrmuscge,807637,2024-11-01,507172,8,1001907
891g2wzzxqk1,804310,2024-10-17,517380,8,1003925
ggz8j196i81m,805287,2024-05-01,510228,6,1002939
pqx52216bluz,805771,2024-10-08,504142,5,1004000
7ds72qmbzz9v,807928,2025-01-06,503699,1,1004039
9jamokxsizfe,805531,2024-06-06,500149,9,1001718
kd55u5ikzlci,804877,2024-12-25,514623,8,1001249
empgm0zaj8om,807513,2024-06-10,503147,9,1002059
t1cnsqdv5rnv,805162,2023-09-19,517864,3,1002918
4g1eqfn6z5wl,807055,2025-03-28,501870,8,1004693
v3l6uc28489c,801032,2024-09-20,518990,6,1001255
v1f0fxedjkmy,808449,2023-09-20,517966,10,1001484
u8zcv71tabb7,806921,2024-01-12,509152,4,1004733
ml0bw0uu2miu,805199,2025-01-06,502035,2,1004979
idfza8nw3e3x,809798,2025-02-12,502828,8,1004650
vykqk394m6lp,808084,2024-05-03,518585,8,1000569
ofgybj5zbq8q,804817,2024-05-03,500346,5,1004773
cujo81vaj1qt,805335,2025-03-01,508646,7,1001363
r8czc6th5vqo,804941,2025-01-13,507575,5,1000239
815kaebr1pqc,804322,2025-01-30,502468,3,1004498
2tqiif0za9vt,805863,2024-01-04,510359,5,1002861
2brjc1no9sik,808498,2025-01-16,502734,2,1003667
231ql6eyfbcy,806510,2023-09-20,512000,8,1002154
ugw719rdgudr,802705,2024-10-29,507545,4,1001426
teoom9qk5p06,808352,2024-11-16,513180,6,1003973
k75sigkhjogm,803755,2024-06-26,518372,9,1000995
ubispusjx5dv,807058,2024-07-26,506634,2,1000119
1jsg9e2rnf8l,802105,2024-03-19,508858,3,1001536
zpibvc8a3l2m,805864,2025-03-17,507438,5,1003988
snnw4bjlxawr,809491,2024-10-28,506766,9,1002592
jg6qmbbpvn8v,807572,2024-12-25,517365,7,1004564
4eg5pu6vt6bx,809934,2023-01-21,504196,8,1001218
9skxygkqe8qg,807503,2025-03-05,512836,9,1003985
cn5v8s9rkj2n,805513,2025-03-22,511618,10,1003704
ux7btypumewg,805067,2025-01-08,504497,4,1004236
zajtqbvq3bsa,806465,2024-10-28,515810,10,1002012
tx29ouhwfscx,805714,2024-12-17,504656,2,1003672
dzixnoujpl5s,803850,2025-04-08,510696,10,1004893
47juzjpcccnz,806928,2024-01-31,515064,8,1004152
bfrwaab9aa0j,806084,2024-05-23,510411,2,1002460
zqa0vc22knxz,802251,2024-10-09,510274,7,1004431
3qicvv7900xj,804601,2024-02-02,505614,9,1001490
ezeo384c3okl,806688,2024-04-23,511681,6,1003416
nn5pwqdi1ilr,800010,2025-02-06,500720,9,1004888
0ppwa9p25zuq,805794,2024-11-29,512785,3,1003540
lydhw347tuwf,803451,2025-02-23,506409,2,1001026
0verpma2q12t,809365,2024-08-09,517093,10,1002247
jkngchsc54e6,804996,2025-01-13,505286,9,1002659
ewc2atmiog85,804553,2024-12-06,501764,5,1001259
t8ctxgvcw1tl,802759,2024-03-04,510406,9,1000754
vt89zayt0z19,807268,2023-10-31,519750,4,1000622
2sk4y0w672ab,801401,2024-10-26,509321,7,1002264
ire0d7vq8hxt,807089,2024-04-21,511638,7,1003837
x0tr32zt2a4j,805988,2024-11-05,508265,4,1000599
y25pp40jnpst,805783,2024-12-29,517819,6,1003852
ns1fggpeksfz,807563,2025-01-12,505506,5,1004945
74pu0d5xa8mc,800956,2024-10-06,509676,4,1001682
wo77ijgm7y6e,804454,2025-01-05,505907,10,1001640
uxi8y0yuh04z,807552,2024-12-23,510270,5,1004969
6isimne83kk5,807948,2025-02-18,503074,8,1001434
wbgsi6xas0rn,801615,2024-02-13,505034,4,1002378
c8f9eoy07t9n,809253,2024-01-22,511825,4,1004065
juqm1mybhglh,807424,2024-10-26,505561,7,1000629
z8k1qnryk7ld,802157,2024-10-05,515231,4,1003737
kcglekaw07k8,803335,2025-04-06,518399,8,1002691
6yjc41qu4ooh,809782,2024-11-26,510465,3,1004534
f43zxoi9nfqx,804848,2024-09-12,501490,6,1000719
d99s386yspn2,807416,2024-11-29,502001,6,1001867
xgsfviuwlhwv,802542,2024-01-19,508799,7,1002530
af2ksnci447r,804286,2024-02-26,501935,3,1001867
6ydcyitsmoy0,809492,2024-09-05,506313,6,1001458
fcj6vht3vfkp,806074,2025-04-03,503812,5,1002362
v6rlazcvf72x,801283,2024-09-22,519497,1,1004476
r6ytv7lazo5c,803525,2023-06-21,513823,9,1003079
hecsvqghsftu,808058,2024-12-11,511046,5,1002879
ei4gpt8704en,801006,2024-06-13,500382,6,1004406
6mxro3ei5re5,808811,2023-07-07,508531,7,1002662
0v21s5bkv0d0,808193,2024-04-09,502746,10,1000524
tk5ttbyz338p,803684,2024-07-14,501576,7,1001922
jc1iai9netik,800072,2024-02-10,500582,2,1000525
qx6qhylosdqu,809939,2024-06-13,504291,5,1003949
165v735q4qfg,807743,2024-05-17,501796,4,1000480
k3broijlkw41,800752,2024-07-20,510890,9,1001974
najvl7rucd89,804017,2024-12-13,505740,3,1001456
3x17hbo6meok,803031,2024-12-20,516832,3,1002946
9xc5qesfwmb0,801460,2025-03-18,501533,9,1000332
kf1d74thifve,809758,2025-03-05,518597,5,1002085
ru8a7ewbd0ys,806308,2024-09-02,514636,8,1000185
wxo9y2exj416,806694,2024-10-18,519536,1,1004418
ghkknhiya1s9,803329,2024-12-04,504442,1,1003807
oubf9lltiier,804882,2024-10-04,513476,6,1000873
hctis7o0lxqu,808350,2024-03-05,519052,7,1004214
q77ifg0pbzpq,800133,2024-07-12,509707,1,1004590
bvpayluhiv6t,804572,2025-03-04,503504,9,1004549
aa3gv5az2bvb,800742,2024-05-15,516329,4,1004666
e3093ihzqbxd,801250,2024-09-09,502798,2,1002180
8oi9zo31082e,807714,2024-01-02,511745,9,1000520
crbxntkemcry,803266,2025-03-12,510994,6,1003677
69bdi6tdmvix,803744,2024-12-26,503747,5,1001269
q7dtnk1eppyd,804477,2024-07-03,502975,3,1002902
px8l8dodbnmn,801417,2024-08-26,513338,3,1002805
sknhwtj1av8u,809824,2024-01-25,508939,4,1002851
7h917omgb3jr,801516,2023-12-14,506407,1,1001076
puma5l7v8f6x,800719,2023-12-03,508710,2,1002630
tc28na84c7zw,802736,2024-06-20,501237,6,1003995
yjr547z2okte,800716,2024-11-23,508575,5,1004086
5vgmptf88m5a,800675,2023-08-28,504372,6,1003326
6fg3qw291kd7,807802,2024-07-09,504492,1,1001920
xd8n2ebvg4al,804029,2023-11-17,508509,8,1002916
kzr4npa76u12,807564,2023-12-04,503931,5,1001740
s2a4y823nt60,808211,2024-09-14,510052,5,1002309
os7077ufiqr9,800094,2023-02-24,504623,7,1000948
nsmo6fu14bea,800696,2023-12-24,504090,10,1000476
eky3idu3ggcm,808805,2025-03-14,515511,2,1002726
cjsjr3j7eub8,802237,2024-01-23,507049,1,1002789
r1nivwwcelei,804736,2024-10-22,503002,10,1002208
tu4m5udwz71s,804199,2024-11-06,508566,10,1004455
w424btnckhf2,808418,2024-12-11,507689,5,1001393
mc7lzmgf2ccn,808403,2024-12-23,507660,1,1002866
w5xo8axb39yl,806084,2024-06-21,501516,3,1003148
1p1m36culcah,806178,2024-03-06,510761,3,1004914
avjo6jpx45ck,809734,2024-09-28,505481,9,1004558
vju458f03pli,801260,2025-01-13,516595,10,1004097
644igxsv1ukr,801157,2025-04-08,506444,9,1003299
n3etb4m9asy8,802483,2024-09-05,502580,10,1001325
3a8kohwywa2f,801936,2024-11-14,508665,2,1001668
g2cl86wrivgm,808555,2025-02-19,510157,7,1000843
m4vosnxmdcad,801424,2024-12-29,511750,7,1003931
ub71r5ov2fkx,803043,2024-10-23,515777,7,1004744
52prtg58nqt6,808834,2024-03-12,511983,6,1002555
e4o7d4dy4w48,808341,2024-02-01,512836,6,1002370
qa6y11doknqt,804370,2024-12-18,510027,4,1000022
3tjailbedued,808185,2024-11-04,516775,4,1003713
4jf5qrrh96j4,804036,2025-01-22,514868,9,1002853
gvqxv9pbl1ee,800700,2025-04-03,517647,4,1003383
xwgc9mqd6qme,803575,2025-01-12,514447,7,1000393
zboql7e5pu1g,808595,2025-03-28,505853,3,1003069
j69xu3blp84x,805536,2023-10-31,516029,5,1000984
0z5s7d5s3unw,802323,2024-10-18,506222,1,1001323
037gpj6f7l2m,800683,2024-08-14,511324,7,1002302
g94env8ovy77,805195,2024-01-04,505954,3,1002618
wki54hd8wwi9,805529,2024-12-07,517375,9,1002294
a3v3hji91hlh,807080,2024-09-28,503494,9,1002763
5kef9bjzsifs,802104,2024-03-28,518337,5,1000484
i3k60vvkyplh,808623,2024-01-25,515364,8,1001678
6oa4uzrlvhfa,807594,2024-03-25,512368,3,1002018
aswh2eafptbd,801300,2025-03-04,505652,3,1003590
p1a3jwy0ry8d,806510,2024-04-04,504180,8,1002499
p2s1quyjx0ub,808050,2025-02-26,512665,2,1003675
0jnciwl3ceeu,804390,2024-11-28,516398,1,1001553
0n6xpm4gg743,809904,2025-01-17,507775,7,1003835
tkplt4cafsy5,807083,2025-03-23,506894,2,1000057
zxu141y8au3e,803428,2025-02-17,516439,4,1004412
znf243u7ycla,800148,2024-11-07,519515,5,1003825
rszoce11valc,804703,2025-02-04,516039,3,1004635
pj2by9e05dcb,809744,2023-08-26,507563,10,1003915
zlsn4bkbbzk6,803206,2023-10-16,507808,2,1003123
xxe6hbro2poc,800663,2025-03-09,501523,4,1000983
dc4ts3117mac,804453,2024-04-19,519216,1,1001021
y2jhr9cgezqv,807925,2024-10-27,505818,2,1004946
ehmerz07d22u,804097,2024-12-18,503771,5,1004585
dfog8dtl3yvg,801205,2025-03-20,511472,6,1001714
90p3nngp1p14,800267,2025-03-29,508631,10,1000495
zyat3830u7la,802946,2024-04-09,518665,8,1002253
5smn35wbi971,803041,2025-02-22,505139,9,1000209
vprc30mvaeak,808318,2024-05-24,519606,7,1003563
ehwmi3est324,804604,2024-02-15,500970,6,1002692
9pcld9mqvpi6,802491,2024-10-16,500822,8,1004651
gxvegiw7ds6v,803809,2025-03-03,510703,1,1003295
fawbddg9cms1,804982,2025-01-01,515884,9,1002888
frbym3nfs3t3,800513,2025-03-29,510487,10,1004992
g4lg2ci1lgdj,809505,2024-09-16,508971,5,1003536
p23abl4vbxjv,809822,2024-11-21,505559,8,1003293
v5u36mjkg4ey,808883,2024-11-01,506916,6,1002547
ejgs9o7u7x0w,804078,2024-03-08,506848,8,1003691
c4xp4oshy6cy,806348,2025-01-27,500290,6,1001111
36kwenxdk8u7,807055,2025-02-12,509454,2,1003624
7s1oeja1fhpr,809454,2023-10-29,519865,1,1000250
t9jlbbmqeo0p,806714,2024-09-23,515474,10,1004572
gc4gpeqpxngu,801366,2024-08-17,502238,10,1001855
n1jrml4fjqwc,805259,2025-02-10,506573,2,1001147
liecfvppofi9,808593,2025-03-28,512429,5,1002181
6ael3hj8reua,801142,2024-12-21,504590,10,1001926
cthsv9hqwh6y,804476,2025-01-20,503023,3,1003720
q5fbbzvr6b6y,803273,2025-03-20,502816,10,1001919
7reviw75ttij,809663,2024-12-17,501050,5,1003957
fa6n0avka6tm,803280,2024-08-14,517783,9,1000415
firqcigmx44c,801650,2024-09-05,511506,10,1004276
9g8irjajr7qz,801974,2025-01-18,502520,2,1003040
tm1c0mkmskyz,809232,2023-12-28,509298,5,1000566
pk0uernxeca3,806126,2024-02-16,503112,3,1001083
lrchtmhjxwmd,801530,2025-02-15,509537,3,1004618
at1gd46yh8rz,809133,2023-10-13,517854,7,1001156
hfhbsimofa5w,809906,2025-03-03,507027,1,1000309
6sre3lhhh31z,802715,2025-02-13,509101,9,1001381
365svrbpltt0,801601,2025-02-08,501936,3,1002302
wt5o9nwn0gta,801710,2024-09-03,500061,7,1003305
9p7lxslzympz,804127,2024-12-31,501230,8,1003432
8ryl8nnbgd0a,801598,2024-12-02,517094,7,1004626
pd706v03jajp,805861,2024-11-24,510673,8,1004921
5n1mm2nkw3y5,809041,2024-03-24,505080,2,1000455
g9o47zyq6av3,801967,2024-01-11,507734,9,1002382
pymnl95zn05f,808132,2024-12-20,505476,5,1003781
oidgff8ejq0s,806093,2024-07-12,500892,6,1002010
2y70zxkv80qn,800082,2024-12-14,516170,10,1002332
ztvducjwypyc,809486,2025-02-11,503316,10,1004374
yfvlbnvk1tx4,800169,2025-02-06,517557,9,1004811
8x4cvhl8cy0a,806193,2024-06-15,502836,2,1000106
levxrzjclsz9,804877,2025-01-01,505760,3,1003239
3dqpam8x3v1c,806806,2024-08-24,513305,5,1000836
okbd4xmx1fcb,802226,2024-10-05,502822,9,1002002
gxoj6r3dwbm9,807211,2024-02-10,511263,1,1000035
ocq6z8px25ct,808561,2024-12-29,509142,8,1002675
nvmxzriedw8j,801426,2024-10-23,510257,4,1000468
38qo6r2gq1v1,807667,2025-03-29,511836,4,1002409
h6xcpvwxc8un,800287,2024-09-22,506518,1,1001567
7xj1jti8qklc,801920,2025-03-19,505441,3,1003571
vb6xch9buab0,804530,2024-10-30,512492,6,1003109
e74eij1a7eep,802214,2024-09-24,507374,5,1000971
myz372ur4wmz,802979,2024-08-16,501970,10,1003927
6sk3xbzkkbrv,802039,2024-08-18,516788,8,1000446
xyw13sinpo23,808665,2023-07-12,509777,1,1001302
xad6lf235w9m,805181,2025-03-03,504787,5,1000416
958uba22z04n,802760,2024-09-13,516632,2,1002708
4erkuayu58q6,809874,2024-09-29,501329,2,1004724
4jv3t8a1k7re,801497,2024-10-13,503531,4,1000007
8exg4d9bkhz4,803903,2024-06-09,501998,2,1003451
uhimfhibiiut,804990,2024-10-15,505113,2,1002023
3o3k1jh7w9h5,800979,2024-10-09,518839,9,1002431
p2ddbjb8clpf,805572,2025-03-28,505987,3,1001074
gaoikd8hhrs5,808247,2023-12-26,510826,4,1001831
ehsee9m2nn8q,808357,2025-03-19,507786,1,1000110
3eyhscpsdnxx,804075,2025-03-08,513839,2,1000717
905lvaqpzy4n,807269,2024-02-25,508325,7,1002734
3rx16rq36dq6,802403,2025-03-05,511428,6,1000819
wj90a82j20ch,805384,2024-05-12,506182,8,1000106
bitmwkhj1kff,804766,2025-04-09,509889,2,1002229
kaebf14uvsaw,803708,2024-12-01,518401,8,1004043
q1tqgsrtzmfv,804388,2023-11-29,503660,6,1004205
qibhq9efnwny,801151,2025-01-13,519278,7,1004696
v2y41hdv56fc,805979,2025-04-06,506665,5,1002197
v8ze1soxzpz8,805405,2024-05-21,504989,4,1003588
78l0rno18rkq,804327,2024-07-15,519698,6,1000195
c0ctai0qsw9d,803911,2025-01-14,501276,1,1004925
rs8z2qla46p9,805046,2024-11-25,513870,4,1001656
dq3nxpk18xeq,802306,2024-05-05,508846,7,1004908
u0y4jl0e0mey,808303,2024-08-15,502444,6,1004095
if7mwplltuen,809978,2024-06-12,501692,4,1000826
q5f5qx8ukr85,801957,2023-08-04,508056,5,1002830
gny8raivwc64,804760,2025-03-30,515979,7,1004500
jocz8s8lxp99,805487,2025-02-15,515460,8,1004325
5yj8skp0pq4b,805367,2024-06-20,517358,6,1000711
koqb9i29nujp,806011,2023-05-22,510281,8,1004789
mnxh0p14esb0,800710,2024-02-11,513085,8,1003924
ykuxmgwofch2,809688,2024-08-27,507437,10,1000640
w4sat0dfkbd8,807335,2024-04-22,510052,5,1001313
kpes0r5250ui,800443,2024-12-09,500021,4,1000678
0spoqqbjm1ob,807268,2023-02-20,519140,4,1000094
8jrv5wrtcgj6,807347,2024-07-27,519674,1,1003972
17y0hqtl2il3,804791,2024-07-30,503924,2,1000175
61bum26yn5x4,802622,2024-10-14,508219,8,1003807
fuvfkj0usfii,802593,2025-04-01,503717,6,1003231
ehu0nh9wnr4b,808073,2025-03-23,513413,2,1003507
coimfom4lgny,803588,2024-11-04,517054,1,1002315
qzkaaxcwe51x,805472,2024-09-07,508711,2,1003011
bf05z4t95852,806681,2023-06-18,515851,8,1002615
z5sci9m9ugdg,804181,2025-02-09,502985,9,1000001
sogddf1t8gdg,801277,2024-09-23,513147,9,1001250
rimpm0vfg7u1,804831,2024-04-21,514023,4,1000204
ew5jmvdsozib,803832,2025-01-03,514740,6,1004683
pljxu5afkjf6,803226,2024-02-11,508026,5,1001038
rkr3xc123pt9,804096,2024-10-31,512245,8,1003799
fypk78rnqmy7,800159,2024-07-09,514293,8,1002531
ymtk40p2e393,802607,2025-02-09,516403,7,1002905
26rdd9w3md6c,801815,2025-02-14,512878,7,1004174
dpdnw9dsjzc9,808062,2024-03-30,512673,10,1003611
sduuhnnulbyb,809470,2025-01-01,505165,3,1002056
8ififhnlvho9,803302,2024-09-08,509587,5,1003693
xuq6u5g1ay12,806503,2025-03-31,500684,2,1003597
fbcycdqe2cdt,804303,2024-11-20,518145,2,1000415
mzi81zowivny,806354,2024-06-27,519789,8,1004401
7vmtebb92mvt,800938,2025-01-05,503690,4,1004113
6esi87yrmk7j,808744,2025-03-12,512798,7,1001775
k8zswshe629f,802569,2023-10-03,507885,7,1000390
nzb5g3lsyryc,806697,2025-03-02,512922,3,1004901
fdt29q9djqzy,806993,2025-02-24,509567,8,1001777
zumtmjypzi1j,804324,2024-06-17,517811,8,1001531
igjl4vmcbaa9,804377,2024-09-22,510160,4,1001736
uld1icewm8ub,808711,2024-08-11,506446,10,1000361
up2kc5vbryxo,806189,2025-01-31,513605,10,1001339
p8k8zz6491i8,808880,2023-01-08,516250,8,1003418
sdonto2ubroh,809508,2025-03-09,514868,2,1001849
o2w1rx8ktrnx,809944,2025-01-09,513707,7,1004888
vr3ccaaspyiw,806063,2024-08-28,506743,3,1000304
ei3ce531hceo,806826,2024-10-09,517543,1,1003504
wfb0aq5p9sg4,808249,2024-10-11,518268,4,1002891
dod2quoctj95,803883,2025-04-03,517483,6,1002472
6sffv0y0fzo7,803564,2024-09-05,517984,9,1000668
so01e15opbud,806917,2023-11-28,518323,5,1003489
te7ydi3edwcj,805372,2024-04-12,517990,8,1001112
e35qbvmecdlw,809541,2023-11-06,516610,2,1002929
2tp9oannkhhf,803820,2024-01-01,516068,2,1000269
au9rdt0tqm9i,804230,2024-09-19,505922,8,1001769
y95l9s2690d8,807839,2023-04-23,504561,2,1000636
pga1o5t1ytd0,808761,2025-02-02,500194,6,1002514
thv4aoeltxy0,801161,2024-12-29,510594,6,1001238
q0h16d046a4m,808126,2024-10-18,511338,5,1002653
t8yf1q9x4j0q,809314,2024-01-14,502010,10,1000672
mddvgok17jzc,809234,2024-12-29,506875,5,1004103
mc2t7n5g9n8r,806927,2024-09-19,508369,2,1004421
xu7q05b6my4t,802333,2025-01-13,503673,1,1002163
auk0d30uvyjm,801832,2025-01-14,514580,9,1004944
8rpon5al6wyb,805775,2024-12-29,500922,4,1002967
sycp46y0lut9,809495,2023-08-19,508208,4,1001438
ott8fv4k83ep,801448,2025-01-25,501408,4,1000566
ililpsnerckj,804219,2024-11-19,512438,5,1004743
vnzomficl1m5,809908,2024-04-10,504529,1,1000694
ob032kfu7csx,801526,2025-02-25,511889,9,1000381
ibneyrzda6s1,804397,2024-08-17,507600,5,1003964
iml2f77fqlg1,801885,2025-02-12,518753,7,1002150
b7twq8jd2nl6,804158,2023-12-07,516568,7,1004437
hzopiokjvp3y,800399,2024-03-20,508418,1,1004928
ktnkkyguba17,809249,2024-07-30,508757,3,1002931
1bz6wp09pl4l,805046,2024-10-12,516609,7,1004172
oilwm5mg9r1x,807011,2025-01-24,507352,5,1000985
leo0v2efw6yh,809628,2025-01-13,512007,6,1000813
cs2zk8rks0kj,800933,2025-01-11,508630,1,1004878
x0wuefaq4qch,801187,2025-01-19,505168,4,1001657
2a5enkexhm0u,808750,2024-12-03,501000,3,1000016
joxinhvmeyqy,809340,2023-10-10,504537,8,1001304
h42tgpez8spl,800003,2023-09-07,515724,3,1002308
zso6f4fhsrgm,803955,2025-03-06,502754,3,1002530
70pobpcmku30,805761,2025-01-18,509848,4,1003265
rzc64nxc0ga6,804122,2025-01-02,508194,1,1000019
99isx2qtz806,802815,2024-06-26,502973,10,1002665
2bu7te4ovse6,805988,2024-06-02,515101,9,1001519
nhfsygsl052z,804827,2024-11-03,513633,10,1004187
eietu0pdgocf,803277,2024-10-27,510695,5,1000992
qhkqwvi8z5kn,807874,2024-12-06,516399,8,1000008
cgm9z7yajuwc,806032,2025-01-08,518173,2,1002644
9u78gs9sfi35,800870,2024-08-17,516608,3,1004751
mlgpmaqvo9q8,809813,2025-03-07,502682,7,1004775
3h33d13i2oug,802225,2023-09-22,514492,8,1004524
n4bov2tol3ki,802550,2024-05-04,510136,8,1003582
0aaznvi21x07,805683,2024-06-12,514204,8,1001216
zine15o8d0fq,804523,2023-08-15,516041,2,1002099
r10mjkzl3xx1,804510,2023-11-15,505221,3,1001817
dltl2px5iwcz,809639,2025-02-17,511762,9,1003587
e16v3gg8onoh,806258,2023-04-11,510280,10,1000203
o2k59t10icas,804553,2024-12-15,502725,10,1003400
7uoz4zq6jcys,808060,2024-12-25,518169,2,1000135
7dcypgzm8fnc,803886,2024-12-18,503196,4,1002813
k9h1tcrkw1de,804461,2024-07-05,513486,9,1001901
fluultotica2,800052,2025-02-26,507522,8,1004521
m5phh3vqr3a3,802481,2024-06-08,517885,3,1002219
rasatmip8e9x,803350,2024-08-13,503769,9,1002876
pfu87dp5uvyu,803552,2025-01-29,503710,8,1000971
jz1ft3ycljpa,806454,2025-02-23,513224,8,1003190
h9vk71zdkvh1,802925,2024-08-09,512226,10,1004630
sersupqj9ovi,801309,2024-12-05,515776,10,1001148
mvob4520h62g,803011,2024-11-11,517421,5,1002701
6zjqsqxvh27l,807722,2024-10-29,513994,4,1004998
dcsvb6zj449y,809860,2024-08-25,506417,10,1002445
suk2t9gu2588,808094,2024-12-05,516173,8,1003718
y9tbak1ew8tx,808770,2023-07-09,507466,6,1002109
kl9c0mq4l17q,804186,2024-08-28,510820,9,1000045
efpra2f71l4j,806970,2024-12-04,518165,6,1003564
yj64ww2jclu1,809109,2025-02-16,513894,6,1001213
lkvzbar62qa1,801500,2024-03-19,508050,10,1002023
d2vuoojlkvx7,802833,2024-07-20,507170,7,1003364
xg1hb503m6lz,802842,2024-10-26,513467,4,1000324
rra7hqmv95mt,806607,2023-08-12,506735,9,1001423
btckm3b8tgfl,807440,2025-03-24,509436,4,1003303
gxo9gkhuqh7p,802348,2025-02-18,517925,8,1003571
m0xu0tphyxtc,809532,2024-11-30,500791,6,1000749
qz9syrv3cuwa,808884,2025-04-02,501802,8,1004976
lgtu2hcrd4ht,809147,2025-01-31,511331,9,1003358
y8ciqn2tpcv3,802417,2025-02-26,512580,7,1001388
4ddz9gpukgg6,807966,2023-09-19,512477,8,1004640
s11i2592v1ih,803722,2024-10-31,504446,5,1003690
l5g8d54eje15,800204,2024-09-07,519674,8,1001904
lt2xrr39cy0p,804169,2025-01-07,504823,5,1000419
63ofmev0o6d3,800526,2024-10-24,503833,5,1000952
j5qsbly9o5h0,805955,2024-01-30,508157,6,1001312
w6nlhgp50ilv,800075,2023-12-09,503516,9,1000286
w8y3pj6a0z7b,806955,2024-02-21,510593,6,1003844
308ey0kqdihw,808378,2024-11-20,518405,5,1000964
6ni0r7uqrn35,804416,2024-08-05,500883,5,1004824
7kizlmkvmzco,803241,2024-07-12,512724,9,1000969
pkr8vbg81uai,809710,2024-07-04,517919,2,1002230
sjsfc9ildjjc,806186,2025-03-14,500355,1,1001333
218uzviss9gy,805310,2025-03-12,504979,5,1000764
s9n8ddytu980,809703,2024-11-24,519575,1,1002723
d5sz2tw6sfo1,800531,2024-07-05,508328,7,1000792
zmfuuxcs1nvi,809556,2024-07-06,513531,5,1000182
zz0t62drxyvv,800714,2023-08-07,511040,4,1002235
yigxd6vkm7ul,807100,2024-10-10,512343,4,1001586
tmdulrxe03wr,806789,2025-02-28,500425,2,1001616
v2ekm8cjof72,805153,2023-08-20,517049,7,1001240
2mt8r7tu3ask,806885,2024-03-12,502369,3,1003981
jzavx8s3s78r,801737,2024-12-02,501937,8,1000164
ru52rbj53t1k,802394,2024-04-21,507078,8,1004507
zdeggf4p0oqy,803147,2025-02-19,510329,3,1001673
7qh9ibbmhlib,801324,2025-03-14,512241,6,1002540
so8jxbwfo3c3,805449,2025-01-20,511349,2,1002744
e82mysipo0pz,804111,2024-11-25,512773,5,1002146
ywt4ke9ooox0,807039,2024-04-25,513200,7,1004964
iq5r0xszpuoo,805718,2024-10-22,507413,7,1001304
y1lr38a3owhz,801324,2025-01-28,508418,6,1001095
0o973iptq8tn,801026,2025-03-06,500243,5,1001406
4d82cvp797ak,805741,2025-03-05,514694,1,1003843
yw2haxldyj9h,807131,2025-03-30,512733,10,1004923
lrrupy8s3qt8,802035,2023-09-27,500945,5,1004522
o6tn7cdcc2rt,800328,2024-11-27,507117,9,1004164
et7wnp7lxz1l,800738,2025-04-09,502590,6,1001740
5dklh6tzrd1i,808596,2024-11-18,515807,6,1000773
26c9n581hyt3,801163,2024-07-25,506177,9,1004996
uq2ijwtqbuql,800065,2025-03-25,510032,2,1002628
hjzd2jgz9usk,802931,2025-01-20,517313,9,1003870
i800rjj6tldv,806517,2025-02-02,505521,1,1003690
